site_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MAJORITY_COUNT,MAJORITY_PERCENT,MINORITY,MINORITY_COUNT,MINORITY_PERCENT,MEDIAN,PCT90
403_272,110,443.000000000000000,398700.000000000000000,1,1,0,1.000000000000000,0.000000000000000,443.000000000000000,1,1,443,2.4277999,1,443,2.4277999,1,1
563_677,111,840.000000000000000,756000.000000000000000,1,1,0,1.000000000000000,0.000000000000000,840.000000000000000,1,1,840,4.6139002,1,840,4.6139002,1,1
321_237,112,892.000000000000000,802800.000000000000000,1,1,0,1.000000000000000,0.000000000000000,892.000000000000000,1,1,892,4.9295001,1,892,4.9295001,1,1
403_270,113,626.000000000000000,563400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,626.000000000000000,1,1,626,3.4356000,1,626,3.4356000,1,1
765_148,114,739.000000000000000,665100.000000000000000,1,1,0,1.000000000000000,0.000000000000000,739.000000000000000,1,1,739,4.0942001,1,739,4.0942001,1,1
756_389,115,765.000000000000000,688500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,765.000000000000000,1,1,765,4.2891002,1,765,4.2891002,1,1
646_538,117,1079.000000000000000,971100.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1079.000000000000000,1,1,1079,5.9253001,1,1079,5.9253001,1,1
607_700,118,752.000000000000000,676800.000000000000000,1,1,0,1.000000000000000,0.000000000000000,752.000000000000000,1,1,752,5.0317998,1,752,5.0317998,1,1
509_664,119,207.000000000000000,186300.000000000000000,1,1,0,1.000000000000000,0.000000000000000,207.000000000000000,1,1,207,2.6480999,1,207,2.6480999,1,1
352_257,120,892.000000000000000,802800.000000000000000,1,1,0,1.000000000000000,0.000000000000000,892.000000000000000,1,1,892,6.0524001,1,892,6.0524001,1,1
775_160,121,1682.000000000000000,1513800.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1682.000000000000000,1,1,1682,9.3160000,1,1682,9.3160000,1,1
233_416,122,146.000000000000000,131400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,146.000000000000000,1,1,146,0.9910000,1,146,0.9910000,1,1
414_93,123,709.000000000000000,638100.000000000000000,1,1,0,1.000000000000000,0.000000000000000,709.000000000000000,1,1,709,3.9691000,1,709,3.9691000,1,1
235_421,124,562.000000000000000,505800.000000000000000,1,1,0,1.000000000000000,0.000000000000000,562.000000000000000,1,1,562,3.0874000,1,562,3.0874000,1,1
203_191,125,19.000000000000000,17100.000000000000000,1,1,0,1.000000000000000,0.000000000000000,19.000000000000000,1,1,19,0.2015000,1,19,0.2015000,1,1
140_166,126,1853.000000000000000,1667700.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1853.000000000000000,1,1,1853,10.1795998,1,1853,10.1795998,1,1
356_472,127,300.000000000000000,270000.000000000000000,1,1,0,1.000000000000000,0.000000000000000,300.000000000000000,1,1,300,1.6681000,1,300,1.6681000,1,1
555_353,128,445.000000000000000,400500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,445.000000000000000,1,1,445,2.5088999,1,445,2.5088999,1,1
233_424,129,222.000000000000000,199800.000000000000000,1,1,0,1.000000000000000,0.000000000000000,222.000000000000000,1,1,222,1.7271000,1,222,1.7271000,1,1
756_387,131,567.000000000000000,510300.000000000000000,1,1,0,1.000000000000000,0.000000000000000,567.000000000000000,1,1,567,3.1514001,1,567,3.1514001,1,1
512_12,134,395.000000000000000,355500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,395.000000000000000,1,1,395,3.5945001,1,395,3.5945001,1,1
402_281,135,588.000000000000000,529200.000000000000000,1,1,0,1.000000000000000,0.000000000000000,588.000000000000000,1,1,588,3.2718999,1,588,3.2718999,1,1
746_382,136,459.000000000000000,413100.000000000000000,1,1,0,1.000000000000000,0.000000000000000,459.000000000000000,1,1,459,2.5394001,1,459,2.5394001,1,1
553_684,137,338.000000000000000,304200.000000000000000,1,1,0,1.000000000000000,0.000000000000000,338.000000000000000,1,1,338,1.9950000,1,338,1.9950000,1,1
